06702949b0e94bbf3c1e17dd48de31fb68e42d58,DELETE,regular-file,GP-FrontEnd/src/Components/Instructor/Chatbot/Chatbot.jsx,4395,
d4067a7a31cd670ad9c6e10a3752a1e92e8c9b3a,DELETE,regular-file,GP-FrontEnd/src/Components/Student/Chatbot/Chatbot.jsx,4288,
